Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
CNC / MCT 선반가공 유/무 경험자 모집(연봉제/시급제) ,나눔정공,그 외 자동차용 신품 부품 제조업,중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  
                  우대",고졸 ~ 대졸(2~3년),대구광역시   달서구  호산동로 45  (호림동),"연봉
                  
                    
                      2,700만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,700만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K140052403040004&rtnTarget=list3
관광버스 운전직 모집 ,(주)뉴서울코리아투어,주차장 운영업,중소기업,관계없음,학력무관,"경기도   안양시  만안구 안양로 110,  402호 (안양동, 엘리제빌리지)","월급
                  
                    
                      270만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 400만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(중식비지급),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151342403040001&rtnTarget=list4
[압구정/주5일/프랑스어]외국계 패션기업 외국인 임원비서 채용 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46483768&rtnTarget=list5&pageIndex=61&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@fc9a210b&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
"일산뷔페 연봉 3,000이상- 조리부(한식,일식)/ 홀서빙/ 캐셔/ 예약부- 정규직채용(외국인근로 지원가능) ",,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46476099&rtnTarget=list6&pageIndex=61&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@fc9a210b&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
포장 및 단순 보조업무 하실 분 모집(외국인도 가능합니다.) ,(주)경민보드,표면 가공 목재 및 특정 목적용 제재목 제조업,중소기업,관계없음,학력무관,"경기도   안산시  단원구 번영로82번길 14, (시화공단 4마 603) (성곡동)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402290058&rtnTarget=list7
(주)알엠 화성공장 생산부(단순업무 종사직)직원채용 ,주식회사 알엠 화성공장,비금속류 원료 재생업,,관계없음,고졸 ~ 대졸(4년),"경기도   화성시  양감면 사격장길 88-51, (주)알엠화성공장","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402290108&rtnTarget=list8
생산인원 모집 ,한국축산식품,기타 가공식품 도매업,중소기업,관계없음,학력무관,"경기도   오산시  경기대로 627, 한국축산식품 (내삼미동)","월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 206만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151732402290011&rtnTarget=list9
작물재배 농업단순노무자 모집 ,청정농장,농업,,관계없음,학력무관,"경기도   이천시  설성면 대죽로283번길 154-54, 0","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622402290009&rtnTarget=list10
(주)중부철강물류 가공 생산직 사원 모집 ,주식회사 중부철강물류,육상 금속 골조 구조재 제조업,,신입,학력무관,"충청북도   진천군  진천읍 상신2길 128-7, 주식회사 중부철강물류","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 6일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402290021&rtnTarget=list1
단순 제품 생산/분해/조립 부문 직원 채용 ,(주)툴크라우드,피복 및 충전 용접봉 제조업,중소기업,관계없음,학력무관,경기도   부천시  오정구 삼작로 22,"월급
                  
                    
                      220만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 220만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKL002402290007&rtnTarget=list2
양돈농장직원구함 ,신왕농장,양돈업,기타,관계없음,학력무관,전라북도   완주군  소양면 신지송광로 685,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161132402290040&rtnTarget=list3
석제품가공 생산(절삭) 종사원 구인합니다. ,(주)정림,기타 석제품 제조업,중소기업,신입,학력무관,충청남도   논산시  부적면 감곡1길 57,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K170042402290001&rtnTarget=list4
현대힘스 내 조선블럭제작 생산식 직원채용_초보자 환영 ,(주)건승기업,선박 구성 부분품 제조업,중소기업,관계없음,학력무관,"경상북도   포항시  북구 흥해읍 해안로 1001, (주) 건승기업","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141112402290020&rtnTarget=list5
관리부 회계 총무직원 ,(주)인천이피에스,합성수지 및 기타 플라스틱 물질 제조업,중소기업,신입,학력무관,"경기도   화성시  향남읍 안요골길 50, (주)인천이피에스","월급
                  
                    
                      280만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(2식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402290031&rtnTarget=list6
함께 일할 가족을 찾습니다. ,누리봄,기타 토목시설물 건설업,,신입,학력무관,"경상북도   구미시  인동34길 40  (진평동, 대동블루베리)","월급
                  
                    
                      350만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 450만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141212402290011&rtnTarget=list7
메모리폼 생산직 모집 ,(주)상진폼텍,기타 플라스틱 발포 성형제품 제조업,중소기업,관계없음,학력무관,충청북도   음성군  삼성면 덕정로144번길 113-58,"월급
                  
                    
                      250만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"차량유지비제공
                    
                    
                      식사제공(1식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171252402290001&rtnTarget=list8
생산직 모집 ,제이에스엔텍,자동차 제조업,,관계없음,학력무관,"경상북도   영천시  영천산단로 92, (주)피엔디티(내) 제이에스엔텍 (채신동)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 있는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJRP002402290001&rtnTarget=list9
자동차부품(베어링) 검사원 채용 ,주식회사서궁,기타 가공 공작기계 제조업,중소기업,관계없음,학력무관,"경상북도   영주시  장수면 용주로 88-46, 서궁","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131112402290002&rtnTarget=list10
조선소내 포장공사 모집 ,지완산업,선박 구성 부분품 제조업,중소기업,관계없음,학력무관,"경상남도   거제시  거제대로 3370, (내) 지완산업 (아주동)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131522402280002&rtnTarget=list1
생산직 사원 모집(세척 및 보수) ,주식회사 해성,자동차용 기타 신품 부품 제조업,,관계없음,학력무관,"충청남도   당진시  당진중앙2로 101, 4층 401호 (읍내동)","월급
                  
                    
                      270만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJNE002402280006&rtnTarget=list2
현장관리자 및 건설기계 제관/용접/사상 및 조립 ,부천기업(주),기타 물품 취급장비 제조업,중소기업,관계없음,학력무관,경기도   김포시  월곶면 애기봉로 250,"연봉
                  
                    
                      3,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151222402280049&rtnTarget=list3
(주)현성에서 회계 및 자재관리자를 모집합니다. ,(주)현성,그 외 기타 플라스틱 제품 제조업,중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  필수",학력무관,경기도   안성시  일죽면 일생로 50,"연봉
                  
                    
                      4,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151722402280036&rtnTarget=list4
[서울/경력] 영업전략 브랜드전략파트 매니저 신규 채용 ,주식회사스텍,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  필수",학력무관,"서울특별시   구로구  디지털로 243, 18층 (구로동, 지하이시티)","연봉
                  
                    
                      3,400만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"교육비제공
                    
                      식사제공(1식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120612402280048&rtnTarget=list5
기신메가텍 생산직 모집합니다(초보자가능) ,기신메가텍(주),주형 및 금형 제조업,중견기업,관계없음,학력무관,경기도   화성시  향남읍 제약단지로 57,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 있는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002402280014&rtnTarget=list6
방문 재가 요양보호사 모집(사당2동) ,엄마사랑재가노인복지센터,노인 요양 복지시설 운영업,,관계없음,학력무관,"서울특별시   동작구  동작대로35마길 3, 사당2동 (사당동)","시급
                  
                    
                    
                      
                      13,000원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약(시간(선택)제),,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002402280007&rtnTarget=list7
주방가구 생산직 구인합니다. ,진성 퍼니처,기타 목재가구 제조업,,관계없음,학력무관,"광주광역시   광산구  하남산단4번로 95-23, 주1동 (장덕동)","월급
                  
                    
                      240만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160042402280011&rtnTarget=list8
농업단순노무자 모집 ,노상열 농장,채소작물 재배업,,관계없음,학력무관,경기도   이천시  신둔면 원적로 248-101,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,기숙사제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622402280014&rtnTarget=list9
"고압 다이캐스팅 조장급(설비정비, 조건설정, 인력관리) 모집합니다. ",주식회사캐스트맨,알루미늄주물 주조업,중소기업,"경력
	                 	
	                 	   (최소 5년 0 개월 이상)
	                  	
                  필수",학력무관,경기도   화성시  마도면 마도로 421-24,"연봉
                  
                    
                      5,000만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402280057&rtnTarget=list10
인조대리석 제조 공장입니다.초보 및 경력사원 모집합니다. ,NC스톤,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,관계없음,학력무관,"경기도   시흥시  지석묘길 13, A동 (조남동)","월급
                  
                    
                      230만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 250만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151412402280028&rtnTarget=list1
조선해양 및 에너지 프로젝트 기술영업 및 지원 ,주식회사 파이오스,기타 엔지니어링 서비스업,중소기업,관계없음,대졸(2~3년) ~ 대졸(4년),"경상남도   거제시  장평1로9길 28, 202호 (장평동, 장평캐슬)","월급
                  
                    
                      320만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 350만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131522402280001&rtnTarget=list2
연마(성형 )가공원 ,주식회사에이치케이정공,주형 및 금형 제조업,중소기업,"경력
	                 	
	                 	   (최소 2년 0 개월 이상)
	                  	
                  필수",학력무관,"광주광역시   광산구  진곡산단6번로 1-12, 주식회사에이치케이정공 (고룡동)","월급
                  
                    
                      300만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"식사제공(1식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160042402280003&rtnTarget=list3
세종안성6공구 건설공사 관리사무보조 모집 ,대야산업(주),건설업본사,중소기업,"경력
	                 	
	                 	   (최소 4년 0 개월 이상)
	                  	
                  
                  우대",학력무관,충청남도   천안시  동남구 북면 상동3길 10-44,"연봉
                  
                    
                      2,500만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,000만원",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K162122402280010&rtnTarget=list4
철판규격절단원 모집 ,주식회사 성화스틸,1차 금속제품 도매업,중소기업,관계없음,학력무관,경기도   안산시  단원구 번영2로 13,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422402280011&rtnTarget=list5
파지 압축장 집게차 기사 모집/토요일 격주 휴무/기숙사 운영 ,주식회사남양자원,기타 종이 및 판지 제조업,중소기업,"경력
	                 	
	                 	   (최소 3년 0 개월 이상)
	                  	
                  
                  우대",학력무관,경기도   화성시  남양읍 주석로 55,"월급
                  
                    
                      380만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 400만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152402280008&rtnTarget=list6
[계약직] 외국인 임원 비서(남양) 채용 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CAT&iorgGbcd=CAT&callPage=detail&wantedAuthNo=391582&rtnTarget=list7&pageIndex=64&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@266d65b6&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
"쿠팡퀵플렉스 일하는만큼 높은수입 월 평균 500이상 / 주간 / 야간 배송기사모집 / 소화물위주/ 초보가능 / 동반근무가능 / 집하,분류없음 / 외국인가능F5,F6 ",,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46463530&rtnTarget=list8&pageIndex=64&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@266d65b6&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
"[월500이상] 쿠팡퀵플렉스 하는만큼 높은연봉 / 주간 / 야간 배송기사모집 / 소화물위주/ 초보가능 / 동반근무가능 / 집하영업,분류없음/ 외국인가능F5,F6 ",,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CJK&iorgGbcd=CJK&callPage=detail&wantedAuthNo=46463492&rtnTarget=list9&pageIndex=64&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@266d65b6&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
(일자리수요데이)벽지생산 정규직모집(외국인도 지원가능) ,주식회사금진,벽지 및 장판지 제조업,중소기업,관계없음,학력무관,"충청북도   청주시  흥덕구 옥산면 환희길 337, 주식회사 금진","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    차량유지비제공
                    교육비제공
                    
                      식사제공(3식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402270057&rtnTarget=list10
제조업 경리사무원 구함 ,주식회사세창,그 외 기타 유리제품 제조업,중소기업,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  
                  우대",학력무관,경상북도   경산시  와촌면 대동공단길 32-5,"월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 206만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K140132402270022&rtnTarget=list1
양돈사양관리 외 채용 ,하나농장,양돈업,,관계없음,학력무관,"전라북도   임실군  운암면 국사봉로 929-11, 하나","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 7일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161132402270055&rtnTarget=list2
인사/총무 모집합니다 ,영광ENG,승용차 및 기타 여객용 자동차 제조업,,신입,학력무관,"충청남도   아산시  인주면 영인산로 399, 영광ENG","연봉
                  
                    
                      2,508만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,통근버스제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172122402270024&rtnTarget=list3
봉담 왕림리 카톨릭대학 인근 4등급 여자어르신 요양보호사 구인(주3일) ,소래재가노인복지센터,노인 요양 복지시설 운영업,,관계없음,학력무관,경기도   화성시  봉담읍 독정길 48  (제이디빌리지1),"시급
                  
                    
                    
                      
                      12,600원
                    
                  
                  
                    이상",주 3일 근무,기간의 정함이 있는 근로계약(시간(선택)제),,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002402270014&rtnTarget=list4
(주)해성ENG - 의장 배관 파이프 용접사(경력자) ,주식회사 해성이엔지(ENG),선박 구성 부분품 제조업,중소기업,"경력
	                 	
	                 	   (최소 4년 0 개월 이상)
	                  	
                  
                  우대",학력무관,"경상남도   거제시  연초면 연하해안로 473-7, HJ중공업 사내","시급
                  
                    
                    
                      
                      22,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 23,000원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(중식비지급)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131522402270009&rtnTarget=list5
"함께할 직원분 모십니다(사증발급(비자), 출입국업무, 통역업무) ",라온행정사사무소,경영 컨설팅업,,관계없음,학력무관,"경상남도   창원시  마산회원구 3・15대로 732, 4층 3호 (합성동, 남산빌딩)","시급
                  
                    
                    
                      
                      10,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 5일 근무,기간의 정함이 없는 근로계약(시간(선택)제),식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131112402270044&rtnTarget=list6
작물재배 시설채소 옆채 청경채 단순노무 채용희망 ,이상필농장,작물재배 및 축산 복합농업,,관계없음,학력무관,경기도   이천시  설성면 진상미로 92-8,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,기숙사제공,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622402270005&rtnTarget=list7
(주)현진에프엠비 가족을 모십니다. ,(주)현진에프엠비,육류 기타 가공 및 저장처리업 (가금류 제외),중소기업,관계없음,학력무관,충청북도   청주시  청원구 오창읍 양청2길 38,"월급
                  
                    
                      230만원
                    
                    
                  
                  
                    이상",주 4일 근무,기간의 정함이 없는 근로계약(시간(선택)제),식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112402270042&rtnTarget=list8
"[정규직] 지게차 기사 및 단순직 타이어 상,하차 작업 ",태영산업,인력 공급업,,관계없음,학력무관,"울산광역시   울주군  삼남읍 하방로 77, 넥센타이어내  태영산업","월급
                  
                    
                      270만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 330만원",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131212402270027&rtnTarget=list9
[단순노무]건설폐기물 성상 선별직 모집 (파트타임가능/ H2비자 및 외국인가능) ,삼환환경(주),그 외 기타 분류 안된 비금속 광물제품 제조업,중소기업,관계없음,학력무관,"경기도   수원시  권선구 삼천병마로 1519  (오목천동, 1층)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151122402270032&rtnTarget=list10
