JobTitle,JobVolunteerExperience,RequiredExperienceMonths,PreferredExperienceMonths,JobVolunteerEducation,WeeklyWorkdays,Workdays,JobPayment,MinMonthlyPayment,MaxMonthlyPayment,JobContractType,JobBenefits,CompanyName,CompanyIndustry,CompanySize,CompanyLocation
(주)코리아나바이오 중국 해외영업(신입/경력-대졸) 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,340만원 ~ 7,000만원",2783333.0,5833333.0,기간 무정함,식사제공(1식) 자녀학자금지원 주택자금지원 직원대출제도,주식회사코리아나바이오,화장품 및 화장용품 도매업,중소기업,"경기도   수원시  영통구 센트럴타운로 114-4, 5층 (이의동, 코리아나화장품 사옥)"
★★★급구★★★ 분당센트럴재활요양병원(조리원 모집) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,200만원 ~ 3,200만원",2666666.0,2666666.0,기간 무정함,식사제공(3식),분당센트럴요양병원,요양 병원,,"경기도   성남시  분당구 양현로94번길 17  (이매동, 아테네빌딩)"
★현장면접03.14(목)14:00~(주)면사랑 - 생산직 사원모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 280만원 ~ 330만원,2800000.0,3300000.0,기간 무정함,기숙사제공 통근버스제공,주식회사면사랑,그 외 기타 식료품 제조업,중견기업,"충청북도   진천군  이월면 궁동길 51-24, (주)면사랑"
김치제조 생산직 구인건 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),한들주식회사,김치류 제조업,중소기업,"경기도   오산시  양산로 182, 한들주식회사"
[법무법인 창해] 출입국민원대행업무 관련 직원채용공고 ,경력 (최소 1년 0 개월 이상) 필수,12,,고졸 ~ 대졸(4년),주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,,법무법인창해,기타 법무관련 서비스업,중소기업,"경상남도   김해시  분성로 328, 2층 (서상동)"
"인사,노무 총무 담당 모집 ",경력 (최소 5년 0 개월 이상) 필수,60,,대졸(2~3년) ~ 석사,주 5일 근무,5,"연봉 3,400만원 ~ 3,800만원",2833333.0,3166666.0,기간 무정함,식사제공(2식),주식회사부국테크,자동차용 금속 압형제품 제조업,중소기업,경상남도   김해시  진례면 고모로 671
[시흥고용센터 채용대행]경리사원 모집 ,경력 (최소 3년 0 개월 이상) 우대,,36,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 2,900만원 이상",2416666.0,,기간 무정함,식사제공(1식),(주)천우,그 외 기타 플라스틱 제품 제조업,중소기업,경기도   시흥시  구지정길 26
사무관리 직원 구인 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),주식회사미래산업,식품 위생용 종이 상자 및 용기 제조업,중소기업,충청북도   음성군  대소면 대금로 888-14
경리 회계 직원 모집 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 5일 근무,5,"연봉 3,400만원 ~ 3,800만원",2833333.0,3166666.0,기간 무정함,,주식회사 장운산업,"고무, 화학섬유 및 플라스틱 성형기 제조업",중소기업,경기도   화성시  양감면 사격장길 99-44
CNC 조작원 ,신입,,,학력무관,주 5일 근무,5,"시급 10,000원 이상",1600000.0,,기간 무정함,식사제공(3식),"주식회사아이엠아이테크(IMItechCo.,Ltd)",자동차 재제조 부품 제조업,중소기업,울산광역시   울주군  두동면 봉계산업로 38-11
식품회사 단순 업무 ,관계없음,,,학력무관,주 5일 근무,5,월급 300만원 ~ 300만원,3000000.0,3000000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),농업회사법인맛정주식회사,떡류 제조업,중소기업,경기도   화성시  봉담읍 마당바위로 198
홀써빙 직원 채용 ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,식사제공(2식),광명토성식당,음식점업,중소기업,경기도   광명시  밤일로 106  (노온사동)
리즐월드잉글리쉬학원 한국인선생님 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 195만원 이상,1950000.0,,기간 무정함(파트타임),,리즐월드잉글리쉬학원,일반 교과 학원,,"울산광역시   중구  명륜로 75, 4층 B호 4층B (우정동, 두산빌딩)"
공작기계 청소(외국인 우대) ,관계없음,,,학력무관,주 6일 근무,6,월급 250만원 ~ 350만원,2500000.0,3500000.0,기간 무정함,,머시닝하이마트주식회사,공작용 기계 및 장비 도매업,중소기업,"경기도   시흥시  산기대학로 131, E-103호(라성기계판매단지) (정왕동)"
(주)형제디박스에서 컨테이너 내장(인테리어) 관련 목수님을 모십니다.(외국인 지원가능) ,관계없음,,,학력무관,주 6일 근무,6,월급 324만원 ~ 500만원,3240000.0,5000000.0,기간 무정함,기숙사제공 식사제공(3식),(주)형제디박스,기타 제품 제조업,중소기업,세종특별자치시     전동면 아래깊은내길 12-34
외국인근로자 대상 인사관리 및 HR솔루션 기획 담당자 ,경력 (최소 2년 0 개월 이상) 우대,,24,대졸(4년),주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,,에이치앤에이치（HNH）,경영 컨설팅업,중소기업,"서울특별시   종로구  종로 1  (종로1가, 교보생명빌딩)"
총무. 경리 사원 모집 ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),한영산업,자동차 차체용 신품 부품 제조업,,대구광역시   달성군  구지면 국가산단서로71길 123
"식품,가공 생산직 사원 모집 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(2식),농업회사법인삼진주식회사,그 외 기타 식료품 제조업,중소기업,경기도   안성시  미양면 강덕1길 58-15
선바위메밀장터 본점 직원구합니다 ,관계없음,,,학력무관,주 6일 근무,6,월급 250만원 ~ 250만원,2500000.0,2500000.0,기간 정함,식사제공(2식),선바위메밀장터,한식 일반 음식점업,,"경기도   과천시  뒷골로 5-7, 선바위메밀장터 (과천동)"
자동차부품 포장업무(경력무관) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,,대양산업,기타 전문 서비스업,,울산광역시   울주군  두서면 활천산업로 189-5
일반 사무직 구인 [수발주업무 등] ,관계없음,,,학력무관,주 5일 근무,5,월급 220만원 ~ 230만원,2200000.0,2300000.0,기간 무정함,식사제공(1식),농업회사법인한둘주식회사,두부 및 유사식품 제조업,중소기업,경기도   여주시  가남읍 금당2길 118
철근 가공원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(2식),정보철강주식회사,기타 1차 비철금속 제조업,중소기업,충청북도   옥천군  군서면 성왕로 798
[대기업/신도림] 발주처 외국인비서/DC 채용(사우디PJ/영어가능자) ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
국제MICE 전문가 인력채용 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
일반사무원 채용-정규직 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,640만원 ~ 2,640만원",2200000.0,2200000.0,기간 무정함,식사제공(1식),(주)파워클,강관 가공품 및 관 연결구류 제조업,중소기업,경기도   화성시  서신면 궁평항로 1308-10
생산팀 사원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식) 자녀학자금지원,주식회사티에스씨,합성수지 및 기타 플라스틱 물질 제조업,중견기업,"경기도   시흥시  경제로 37, 티에스씨 시화공장 (정왕동)"
생산직 근로자 채용 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,통근버스제공,동서식품,과실 및 그 외 채소 절임식품 제조업,,경상북도   안동시  풍산읍 풍산태사로 1626-128
용접 기술자 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,500만원 이상",2083333.0,,기간 무정함,식사제공(1식),현대기술산업（주）,그 외 기타 전자부품 제조업,,경기도   성남시  중원구 사기막골로90번길 20  (상대원동)
경리사무원 경력자 모집 ,경력 (최소 1년 0 개월 이상) 우대,,12,고졸,주 5일 근무,5,"연봉 3,500만원 ~ 4,000만원",2916666.0,3333333.0,기간 무정함,식사제공(2식),동창알앤에스(주),열간 압연 및 압출 제품 제조업,중소기업,충청남도   아산시  인주면 인주산단로 123-35
화장품 튜브 용기 제조 회사 직원 채용 공고 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),주식회사유진피앤앨,포장용 플라스틱 성형용기 제조업,중소기업,경기도   양주시  백석읍 양주산성로 795-16
시험용 통신장비(방산기기)납땜 및 PBA조립원 모집공고 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,"시급 10,000원 ~ 10,000원",1600000.0,1600000.0,기간 무정함,교육비제공 식사제공(2식) 자녀학자금지원 주택자금지원 직원대출제도,단암시스템즈주식회사,기타 무선 통신장비 제조업,중소기업,경기도   안양시  동안구 동편로 79-26  (관양동)
코스모아이앤디(주) 플라스틱 사출성형기조작원(대리~과장) ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,"연봉 3,500만원 ~ 4,500만원",2916666.0,3750000.0,기간 무정함,기숙사제공 식사제공(2식) 자녀학자금지원,코스모아이앤디(주),"플라스틱 선, 봉, 관 및 호스 제조업",중소기업,"세종특별자치시     전의면 음담말길 12, 코스모아이앤디(주)"
섬유 현장직 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,,풍만섬유,섬유제품 제조업; 의복제외,중소기업,"경기도   포천시  군내면 반월산성로375번길 39, 풍만섬유 가,나,다동"
KAIST 글로벌기술사업화센터 위촉연구원(기간제근로자) 채용 공고 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,600만원 ~ 5,000만원",3000000.0,4166666.0,기간 정함,,한국과학기술원,기타 교육지원 서비스업,기타,대전광역시   유성구  대학로 291  (구성동)
학교 청소하실분 구합니다 (3개월 단기) ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,500원 이상",1680000.0,,기간 정함(파트타임),,국제크리스쳔학교,교육 서비스업,,"경기도   의정부시  진등로 28, .. (녹양동)"
"[일자리수요데이_성남내일드림] KD운송그룹 제1사업본부 승무사원 모집(성남권, 용인권, 판교권)-타 노선 연계가능 ",경력 (최소 0년 3 개월 이상) 우대,,3,학력무관,주 4일 근무,4,"연봉 4,000만원 ~ 5,000만원",3333333.0,4166666.0,기간 무정함,기숙사제공 자녀학자금지원,(주)대원버스,기타 도시 정기 육상 여객 운송업,중소기업,경기도   성남시  분당구 탄천상로 171
시공 및 배송기사 모집 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 260만원 이상,2600000.0,,기간 무정함,식사제공(1식),티머스,기타 목재가구 제조업,중소기업,"경기도   남양주시  화도읍 비룡로411번길 99-10, 가.나동"
에나멜 알루미늄 전선 코팅 생산관련 압출기 조작원 모집 ,관계없음,,,고졸 ~ 대졸(4년),주 5일 근무,5,월급 330만원 이상,3300000.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(3식),(주)삼진전선천안공장,그 외 기타 달리 분류되지 않은 제품 제조업,,"충청남도   천안시  동남구 수신면 장산동길 168-37, (주)삼진전선 천안공장"
경리사무원 모집 ,관계없음,,,고졸 ~ 대졸(2~3년),주 5일 근무,5,월급 207만원 ~ 207만원,2070000.0,2070000.0,기간 무정함,,형제제재소,일반 제재업,중소기업,"충청남도   부여군  은산면 회곡저실로 182, 형제제재소"
미슐랭 선정 일본 라멘점 사루카메 - 주방정직원/신입.경력각1명 ,관계없음,,,학력무관,주 5일 근무,5,월급 270만원 이상,2700000.0,,기간 무정함,식사제공(2식),사루카메,일식 음식점업,,"서울특별시   마포구  연남로 15, 1층 101호 (연남동)"
(주간)일회용기 품질사원 모집 ,신입,,,학력무관,주 5일 근무,5,월급 330만원 ~ 350만원,3300000.0,3500000.0,기간 무정함,,(주)플러스잡,그 외 기타 전자부품 제조업,,"충청남도   천안시  동남구 목천읍 도장1길 98, (주)유상팩"
경영지원(인사·총무) 담당자 모집 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,월급 260만원 ~ 290만원,2600000.0,2900000.0,기간 무정함,기숙사제공 식사제공(1식) 자녀학자금지원 주택자금지원 직원대출제도,대진휀스(주),기타 구조용 금속제품 제조업,중소기업,"경기도   안산시  단원구 산단로19번길 20, 원시동 743-8번지 반월공단 8블럭 26호 (원시동)"
사출성형기 생산제품 생산직 사원모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 230만원 ~ 300만원,2300000.0,3000000.0,기간 무정함,기숙사제공 식사제공(2식),주식회사에스엠텍,"전기회로 개폐, 보호장치 제조업",중소기업,경기도   화성시  정남면 문학로 118-31
단순 도금생산직 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 ~ 250만원,2060000.0,2500000.0,기간 무정함,식사제공(1식),세창금속,도금업,,"경기도   안산시  단원구 동산로27번길 96, 경인도금단지 B동1층 (원시동)"
중국음식점 홀서빙 업무(외국인채용) 모집 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 6일 근무,6,월급 290만원 ~ 300만원,2900000.0,3000000.0,기간 무정함,식사제공(3식),만다린,중식 음식점업,,"경기도   용인시  기흥구 동탄기흥로 957, 2층 201호 (공세동)"
양식원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),해태양식장,연근해 어업,,"전라북도   군산시  옥도면 신시도길 44, 인근해역"
[관리팀] 회계/총무담당 경력사원 채용 ,경력 (최소 2년 0 개월 이상) 우대,,24,학력무관,주 5일 근무,5,월급 210만원 ~ 230만원,2100000.0,2300000.0,기간 무정함,통근버스제공 식사제공(3식),주식회사 에스티데코,기타 가죽제품 제조업,,"경기도   군포시  공단로104번길 24, (주)에스티데코 (당정동)"
한우리요양원/주간보호센터에서 요양보호사 선생님을 모십니다.(주/야간) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,통근버스제공 식사제공(1식),한우리요양원,노인 요양 복지시설 운영업,,"전라남도   나주시  왕곡면 영산포로 54-14, (영산포 터미널 근처)"
"(급) 가설휀스 공장 자재 상하차 및 관리, 정리 하실분 모십니다. ",관계없음,,,학력무관,주 5일 근무,5,월급 300만원 이상,3000000.0,,기간 무정함,식사제공(1식),(주)월드비엠,기타 토목시설물 건설업,중소기업,경기도   김포시  대곶면 대명항로 588-21
제조 공무직 구함 ,경력 (최소 2년 0 개월 이상) 우대,,24,학력무관,주 5일 근무,5,월급 210만원 ~ 250만원,2100000.0,2500000.0,기간 정함,,제이씨로지스틱스주식회사,침구 및 관련제품 제조업,,경기도   양주시  칠봉산로228번길 84-52  (봉양동)
선내 어구 및 운반 선원 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(3식),201남양호,연근해 어업,기타,"전라남도   여수시  웅천중앙로 47, 1 (웅천동, 신영웅천지웰3차)"
[화성] 대신렌탈 이동식에어컨/제습기/열풍기 제조 생산QC AS사원채용 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,200만원 ~ 4,000만원",2666666.0,3333333.0,기간 무정함,식사제공(1식),대신렌탈 주식회사,기타 일반 기계 및 장비 수리업,중소기업,"경기도   화성시  장안면 3.1만세로 641-121, 대신렌탈화성물류센터 (종사업장번호0002)"
공정기술팀 생산직 채용 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 정함,식사제공(1식),나노씨엠에스 주식회사,전구 및 램프 제조업,중소기업,충청남도   천안시  서북구 직산읍 4산단4로 48
"[WAVEMODEL]외국인 모델 에이전시 - 국내팀, 캐스팅팀 모집 ",관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
2001아울렛분당점 미화사원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,월급 175만원 ~ 175만원,1750000.0,1750000.0,기간 무정함(파트타임),,주식회사 아람코코리아,사업시설 유지ㆍ관리 서비스업,중소기업,"경기도   성남시  분당구 미금일로154번길 20, 2001 아울렛분당점  (구미동)"
자동차부품 단순 생산직(병역특례보충역 및 일반생산직) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,300만원 ~ 3,500만원",2750000.0,2916666.0,기간 무정함,통근버스제공 식사제공(1식),주식회사 티엔에스산업 완주공장,도장 및 기타 피막처리업,,"전북특별자치도   완주군  봉동읍 테크노밸리3로 14, (주)티엔에스산업완주공장"
(안산시외국인주민상담지원센터) 네팔 통역상담 채용 ,관계없음,,,학력무관,주 5일 근무,5,월급 217만원 ~ 217만원,2170000.0,2170000.0,기간 무정함,,안산시외국인주민상담지원센터,사회복지 상담서비스 제공업,,"경기도   안산시  단원구 부부로 43, 2층 안산시외국인주민상담지원센터 (원곡동)"
양돈 축산관리 단순 노무자 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,,영성팜,양돈업,,"경기도   이천시  율면 주래본죽로 585-105, ."
건축자재정리 구인(건출자재 정리 및 보수) ,신입,,,학력무관,주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,기숙사제공 식사제공(3식),기호가설산업주식회사,기타 기계 및 장비 제조업,중소기업,경기도   이천시  모가면 대월로 221-6
주간/교대/ 반도체 PCB 불량검사 직원모집 ,신입,,,학력무관,주 5일 근무,5,월급 280만원 ~ 350만원,2800000.0,3500000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(3식),주식회사 한결인,경비 및 경호 서비스업,,"경기도   여주시  가남읍 상활2길 60, 디엠에스"
플라스틱사출 착색분쇄 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(2식),주식회사미영,기타 기계ㆍ장비 조립용 플라스틱 제품 제조업,중소기업,인천광역시   남동구  청능대로339번길 57  (주)미영)
에스디코리아 현장직원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,기숙사제공 식사제공(2식) 자녀학자금지원,에스디코리아주식회사(SDKOREA),그 외 기타 분류 안된 화학제품 제조업,중소기업,경기도   화성시  남양읍 무하로110번길 92
[자양동/3.4등급/부부/입주] 재가 요양보호사 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 380만원 ~ 380만원,3800000.0,3800000.0,기간 정함,,이레나방문요양센터,방문 복지서비스 제공업,,"서울특별시   광진구  뚝섬로31길 20  20, 대동아파트 거주 (자양동)"
총무 및 회계 사무원 ,관계없음,,,고졸 ~ 대졸(4년),주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,식사제공(2식),희망스틸 주식회사,그 외 기타 금속가공업,중소기업,"경기도   여주시  장여로 1560-46, 삼교동 183 (삼교동)"
생산직 사원을 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,900원 이상",1584000.0,,기간 무정함,차량유지비제공 교육비제공 식사제공(2식),경동산업,그 외 자동차용 신품 부품 제조업,중소기업,경상북도   경주시  외동읍 석계평리길 28-52
배관설치 및 용접자 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 6일 근무,6,월급 300만원 ~ 400만원,3000000.0,4000000.0,기간 무정함,식사제공(1식),케이엠산업,건설 및 토목공사용 기계ㆍ장비 임대업,,"강원특별자치도   횡성군  횡성읍 광학로 565  (나,다)"
철근가공 기계 조작원- 생산직사원모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 교육비제공 식사제공(3식) 직원대출제도,금문철강(주)진천공장,그 외 기타 1차 철강 제조업,,충청북도   진천군  덕산읍 산수산단3로 26
"내국인,외국인(H2,F4,F5) 생산직 (포장 및 판넬제작) 사원 모집 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 차량유지비제공 식사제공(3식),주식회사 한울기업,그 외 기타 분류 안된 비금속 광물제품 제조업,중소기업,"충청북도   진천군  이월면 신척서길 27-29, 충북 음성군 맹동면 덕금로 22"
"일반사무 및 경리, 고객상담 채용 ",관계없음,,,학력무관,주 5일 근무,5,월급 225만원 이상,2250000.0,,기간 무정함,식사제공(1식),영농조합법인완주봉상생강조합,기타 과실ㆍ채소 가공 및 저장 처리업,중소기업,"전라북도   완주군  고산면 제비실길 38, 영농조합법인완주봉상생강조합"
궁전 생산직 직원 채용 공고 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,통근버스제공 식사제공(1식),주식회사궁전,그 외 기타 식료품 제조업,중소기업,충청남도   서천군  장항읍 장서로43번길 44
기계 설계직(2D 및 3D 설계 가능자) 모집 (경력무관) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 5,000만원",2500000.0,4166666.0,기간 무정함,,엠엔테크（주）,기타 기계 및 장비 제조업,중소기업,"경기도   안양시  동안구 시민대로 361, 1201호 (관양동, 에이스평촌타워)"
컨테이너 수리 및 관리/지게차 업무 구인 합니다. *외국인/중국동포환영 ,관계없음,,,학력무관,주 6일 근무,6,월급 300만원 ~ 300만원,3000000.0,3000000.0,기간 무정함,,현대컨테이너,제조업 회사 본부,,"경기도   화성시  향남읍 구문천안길 16 0, 현대컨테이너 본사"
플라스틱압출성형기조작원 모집(생산직)외국인 ,신입,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(1식),대현수지,"고무, 화학섬유 및 플라스틱 성형기 제조업",,"경기도   양주시  광적면 현석로 761, 대현수지"
"판넬제조 생산직 내.외국인(F4,F5 가능) 직원 모집 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 차량유지비제공 식사제공(3식),주식회사 명훈토탈스톤,건설용 석제품 제조업,중소기업,"충청북도   음성군  맹동면 덕금로 22, 충청북도 음성군 맹동면 덕금로 22"
수산물 가공업체 생산직원 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,,(주)푸드엔씨,기타 수산동물 가공 및 저장 처리업,중소기업,"부산광역시   서구  원양로 125  (암남동, 냉장인터불고제2공장)"
주물 기사-용광로·용해로 및 금속가열로 조작원모집 ,신입,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(1식),(주)제이메탈김포공장,1차 금속제품 도매업,,"경기도   김포시  양촌읍 황금로127번길 210, 제이메탈"
양식원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),금득호,임업,,"전라북도   군산시  옥도면 개야도길 49-7, 인근해역 해태양식장"
선원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),금득호,임업,,"전라북도   군산시  옥도면 개야도길 49-7, 인근해역 금득호"
식품(순대)회사 생산직(주간) 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,기숙사제공 식사제공(3식),(주)달솔,그 외 기타 식료품 제조업,중소기업,"충청북도   음성군  대소면 대소산단로 69-12, (주)달솔"
총무 사무원 구인 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,500만원 ~ 2,500만원",2083333.0,2083333.0,기간 무정함,식사제공(1식),주식회사한세,"동 제련, 정련 및 합금 제조업",중소기업,울산광역시   울주군  웅촌면 와지공단2길 44
품질관리 사무원 채용 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,500만원 ~ 4,300만원",2916666.0,3583333.0,기간 무정함,기숙사제공 차량유지비제공 식사제공(3식),(주)재영,"동 제련, 정련 및 합금 제조업",중소기업,충청남도   당진시  석문면 산단3로7길 39
PL창호(샤시)생산 경험자 4포인트 용접 및 가공 경험자 구함 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,"연봉 3,000만원 ~ 3,600만원",2500000.0,3000000.0,기간 무정함,기숙사제공 식사제공(1식),서림건설주식회사,플라스틱 창호 제조업,,경기도   안성시  삼죽면 삼죽로 52
생산직 사원모집 ,관계없음,,,고졸 ~ 대졸(2~3년),주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(1식),주식회사건진테크,자동차 차체용 신품 부품 제조업,중소기업,"경상남도   양산시  소주공단3길 26-37, 소주동3-2 (소주동)"
[원태-주조/프레스]정규직/첫달10만원/주5일/식사제공/왕초보/단순/통근버스/장기/외국인/수출자동차부품 ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 이상",1600000.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(2식) 직원대출제도,주식회사원태,주형 및 금형 제조업,중소기업,경기도   김포시  양촌읍 황금1로 62
[원태-사상]정규직/첫달10만원/주5일/식사제공/초보/단순/통근버스/장기/외국인/수출자동차부품 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(2식) 직원대출제도,주식회사원태,주형 및 금형 제조업,중소기업,경기도   김포시  양촌읍 황금1로 62
[원태-생산관리 물류]정규직/첫달10만원/주5일/식사제공/왕초보/단순/통근버스/장기/외국인/수출자동차부품 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(2식) 직원대출제도,주식회사원태,주형 및 금형 제조업,중소기업,경기도   김포시  양촌읍 황금1로 62
[원태-CNC/MCT가공]정규직/첫달10만원/주5일/식사제공/왕초보/단순/통근버스/장기/외국인/수출자동차부품 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 통근버스제공 식사제공(2식) 직원대출제도,주식회사원태,주형 및 금형 제조업,중소기업,경기도   김포시  양촌읍 황금1로 62
사과 재배 ,관계없음,,,학력무관,주 6일 근무,6,"시급 10,000원 이상",1600000.0,,기간 무정함,,박은숙,농업,,전라북도   장수군  계남면 동정길 25-80
청담동순도리 식당 주방 / 홀서빙 직원 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 320만원 ~ 320만원,3200000.0,3200000.0,기간 무정함,식사제공(2식),청담동순도리,한식 일반 음식점업,,"서울특별시   강남구  도산대로 510, 지상1층 101, 102, 103호 (청담동, 신한 오피스텔)"
김포 외국인상대 정육매장 직원 구인 ,관계없음,,,학력무관,주 6일 근무,6,월급 300만원 ~ 300만원,3000000.0,3000000.0,기간 무정함,식사제공(1식),혜성미트,축산 관련 서비스업,기타,"경기도   김포시  대곶면 대곶북로 84, 1층    혜성 미트"
"천막 제조, 용접가능자 ",관계없음,,,학력무관,주 6일 근무,6,"일급 170,000원 이상",3400000.0,,기간 무정함,,상원아이앤디주식회사,기타 구조용 금속제품 제조업,,충청남도   천안시  서북구 직산읍 봉주로 149
[세류3동] 3등급 여자어르신 요양보호사 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 12,400원 이상",1984000.0,,기간 정함(파트타임),,소래재가노인복지센터,노인 요양 복지시설 운영업,,"경기도   수원시  권선구 세지로 64, 제로마트 인근 (권선동)"
